197 7850 
2 165 0
2 172 0
2 173 0
2 175 0
2 176 0
2 177 0
2 190 0
2 191 0
2 63 0
2 62 0
2 61 0
2 59 0
2 58 0
2 56 0
2 55 0
2 45 0
2 44 0
2 43 0
2 42 0
2 41 0
2 40 0
2 39 0
2 38 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 33 0
3 46 0
3 47 0
3 48 0
3 49 0
3 50 0
3 51 0
3 52 0
3 53 0
3 54 0
3 64 0
3 66 0
3 67 0
3 70 0
3 73 0
3 74 0
3 79 0
3 120 0
3 124 0
3 125 0
3 126 0
3 127 0
3 128 0
3 129 0
3 130 0
3 134 0
3 135 0
3 136 0
3 137 0
3 138 0
3 144 0
3 146 0
3 148 0
3 149 0
3 150 0
3 152 0
3 153 0
3 159 0
3 160 0
3 161 0
3 162 0
3 163 0
3 164 0
3 165 0
3 172 0
3 173 0
3 175 0
3 176 0
3 177 0
3 190 0
3 191 0
4 5 0
4 6 0
4 7 0
4 8 0
4 9 0
4 10 0
4 11 0
4 12 0
4 13 0
4 14 0
4 15 0
4 33 0
4 46 0
4 47 0
4 48 0
4 49 0
4 50 0
4 51 0
4 52 0
4 53 0
4 54 0
4 64 0
4 66 0
4 67 0
4 70 0
4 73 0
4 74 0
4 79 0
4 120 0
4 124 0
4 125 0
4 126 0
4 127 0
4 128 0
4 129 0
4 130 0
4 134 0
4 135 0
4 136 0
4 137 0
4 138 0
4 144 0
4 146 0
4 148 0
4 149 0
4 150 0
4 152 0
4 153 0
4 159 0
4 160 0
4 161 0
4 162 0
4 163 0
4 164 0
4 165 0
4 172 0
4 173 0
4 175 0
4 176 0
4 177 0
4 190 0
4 191 0
4 38 0
5 6 0
5 7 0
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 33 0
5 46 0
5 47 0
5 48 0
5 49 0
5 50 0
5 51 0
5 52 0
5 53 0
5 54 0
5 64 0
5 66 0
5 67 0
5 70 0
5 73 0
5 74 0
5 79 0
5 120 0
5 124 0
5 125 0
5 126 0
5 127 0
5 128 0
5 129 0
5 130 0
5 134 0
5 135 0
5 136 0
5 137 0
5 138 0
5 144 0
5 146 0
5 148 0
5 149 0
5 150 0
5 152 0
5 153 0
5 159 0
5 160 0
5 161 0
5 162 0
5 163 0
5 164 0
5 165 0
5 172 0
5 173 0
5 175 0
5 176 0
5 177 0
5 190 0
5 191 0
5 39 0
5 38 0
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0
6 14 0
6 15 0
6 33 0
6 46 0
6 47 0
6 48 0
6 49 0
6 50 0
6 51 0
6 52 0
6 53 0
6 54 0
6 64 0
6 66 0
6 67 0
6 70 0
6 73 0
6 74 0
6 79 0
6 120 0
6 124 0
6 125 0
6 126 0
6 127 0
6 128 0
6 129 0
6 130 0
6 134 0
6 135 0
6 136 0
6 137 0
6 138 0
6 144 0
6 146 0
6 148 0
6 149 0
6 150 0
6 152 0
6 153 0
6 159 0
6 160 0
6 161 0
6 162 0
6 163 0
6 164 0
6 165 0
6 172 0
6 173 0
6 175 0
6 176 0
6 177 0
6 190 0
6 191 0
6 40 0
6 39 0
6 38 0
7 8 0
7 9 0
7 10 0
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 33 0
7 46 0
7 47 0
7 48 0
7 49 0
7 50 0
7 51 0
7 52 0
7 53 0
7 54 0
7 64 0
7 66 0
7 67 0
7 70 0
7 73 0
7 74 0
7 79 0
7 120 0
7 124 0
7 125 0
7 126 0
7 127 0
7 128 0
7 129 0
7 130 0
7 134 0
7 135 0
7 136 0
7 137 0
7 138 0
7 144 0
7 146 0
7 148 0
7 149 0
7 150 0
7 152 0
7 153 0
7 159 0
7 160 0
7 161 0
7 162 0
7 163 0
7 164 0
7 165 0
7 172 0
7 173 0
7 175 0
7 176 0
7 177 0
7 190 0
7 191 0
7 41 0
7 40 0
7 39 0
7 38 0
8 9 0
8 10 0
8 11 0
8 12 0
8 13 0
8 14 0
8 15 0
8 33 0
8 46 0
8 47 0
8 48 0
8 49 0
8 50 0
8 51 0
8 52 0
8 53 0
8 54 0
8 64 0
8 66 0
8 67 0
8 70 0
8 73 0
8 74 0
8 79 0
8 120 0
8 124 0
8 125 0
8 126 0
8 127 0
8 128 0
8 129 0
8 130 0
8 134 0
8 135 0
8 136 0
8 137 0
8 138 0
8 144 0
8 146 0
8 148 0
8 149 0
8 150 0
8 152 0
8 153 0
8 159 0
8 160 0
8 161 0
8 162 0
8 163 0
8 164 0
8 165 0
8 172 0
8 173 0
8 175 0
8 176 0
8 177 0
8 190 0
8 191 0
8 42 0
8 41 0
8 40 0
8 39 0
8 38 0
9 10 0
9 11 0
9 12 0
9 13 0
9 14 0
9 15 0
9 33 0
9 46 0
9 47 0
9 48 0
9 49 0
9 50 0
9 51 0
9 52 0
9 53 0
9 54 0
9 64 0
9 66 0
9 67 0
9 70 0
9 73 0
9 74 0
9 79 0
9 120 0
9 124 0
9 125 0
9 126 0
9 127 0
9 128 0
9 129 0
9 130 0
9 134 0
9 135 0
9 136 0
9 137 0
9 138 0
9 144 0
9 146 0
9 148 0
9 149 0
9 150 0
9 152 0
9 153 0
9 159 0
9 160 0
9 161 0
9 162 0
9 163 0
9 164 0
9 165 0
9 172 0
9 173 0
9 175 0
9 176 0
9 177 0
9 190 0
9 191 0
9 43 0
9 42 0
9 41 0
9 40 0
9 39 0
9 38 0
10 11 0
10 12 0
10 13 0
10 14 0
10 15 0
10 33 0
10 46 0
10 47 0
10 48 0
10 49 0
10 50 0
10 51 0
10 52 0
10 53 0
10 54 0
10 64 0
10 66 0
10 67 0
10 70 0
10 73 0
10 74 0
10 79 0
10 120 0
10 124 0
10 125 0
10 126 0
10 127 0
10 128 0
10 129 0
10 130 0
10 134 0
10 135 0
10 136 0
10 137 0
10 138 0
10 144 0
10 146 0
10 148 0
10 149 0
10 150 0
10 152 0
10 153 0
10 159 0
10 160 0
10 161 0
10 162 0
10 163 0
10 164 0
10 165 0
10 172 0
10 173 0
10 175 0
10 176 0
10 177 0
10 190 0
10 191 0
10 45 0
10 44 0
10 43 0
10 42 0
10 41 0
10 40 0
10 39 0
10 38 0
11 12 0
11 13 0
11 14 0
11 15 0
11 33 0
11 46 0
11 47 0
11 48 0
11 49 0
11 50 0
11 51 0
11 52 0
11 53 0
11 54 0
11 64 0
11 66 0
11 67 0
11 70 0
11 73 0
11 74 0
11 79 0
11 120 0
11 124 0
11 125 0
11 126 0
11 127 0
11 128 0
11 129 0
11 130 0
11 134 0
11 135 0
11 136 0
11 137 0
11 138 0
11 144 0
11 146 0
11 148 0
11 149 0
11 150 0
11 152 0
11 153 0
11 159 0
11 160 0
11 161 0
11 162 0
11 163 0
11 164 0
11 165 0
11 172 0
11 173 0
11 175 0
11 176 0
11 177 0
11 190 0
11 191 0
11 56 0
11 55 0
11 45 0
11 44 0
11 43 0
11 42 0
11 41 0
11 40 0
11 39 0
11 38 0
12 13 0
12 14 0
12 15 0
12 33 0
12 46 0
12 47 0
12 48 0
12 49 0
12 50 0
12 51 0
12 52 0
12 53 0
12 54 0
12 64 0
12 66 0
12 67 0
12 70 0
12 73 0
12 74 0
12 79 0
12 120 0
12 124 0
12 125 0
12 126 0
12 127 0
12 128 0
12 129 0
12 130 0
12 134 0
12 135 0
12 136 0
12 137 0
12 138 0
12 144 0
12 146 0
12 148 0
12 149 0
12 150 0
12 152 0
12 153 0
12 159 0
12 160 0
12 161 0
12 162 0
12 163 0
12 164 0
12 165 0
12 172 0
12 173 0
12 175 0
12 176 0
12 177 0
12 190 0
12 191 0
12 59 0
12 58 0
12 56 0
12 55 0
12 45 0
12 44 0
12 43 0
12 42 0
12 41 0
12 40 0
12 39 0
12 38 0
13 14 0
13 15 0
13 33 0
13 46 0
13 47 0
13 48 0
13 49 0
13 50 0
13 51 0
13 52 0
13 53 0
13 54 0
13 64 0
13 66 0
13 67 0
13 70 0
13 73 0
13 74 0
13 79 0
13 120 0
13 124 0
13 125 0
13 126 0
13 127 0
13 128 0
13 129 0
13 130 0
13 134 0
13 135 0
13 136 0
13 137 0
13 138 0
13 144 0
13 146 0
13 148 0
13 149 0
13 150 0
13 152 0
13 153 0
13 159 0
13 160 0
13 161 0
13 162 0
13 163 0
13 164 0
13 165 0
13 172 0
13 173 0
13 175 0
13 176 0
13 177 0
13 190 0
13 191 0
13 61 0
13 59 0
13 58 0
13 56 0
13 55 0
13 45 0
13 44 0
13 43 0
13 42 0
13 41 0
13 40 0
13 39 0
13 38 0
14 15 0
14 33 0
14 46 0
14 47 0
14 48 0
14 49 0
14 50 0
14 51 0
14 52 0
14 53 0
14 54 0
14 64 0
14 66 0
14 67 0
14 70 0
14 73 0
14 74 0
14 79 0
14 120 0
14 124 0
14 125 0
14 126 0
14 127 0
14 128 0
14 129 0
14 130 0
14 134 0
14 135 0
14 136 0
14 137 0
14 138 0
14 144 0
14 146 0
14 148 0
14 149 0
14 150 0
14 152 0
14 153 0
14 159 0
14 160 0
14 161 0
14 162 0
14 163 0
14 164 0
14 165 0
14 172 0
14 173 0
14 175 0
14 176 0
14 177 0
14 190 0
14 191 0
15 33 0
15 46 0
15 47 0
15 48 0
15 49 0
15 50 0
15 51 0
15 52 0
15 53 0
15 54 0
15 64 0
15 66 0
15 67 0
15 70 0
15 73 0
15 74 0
15 79 0
15 120 0
15 124 0
15 125 0
15 126 0
15 127 0
15 128 0
15 129 0
15 130 0
15 134 0
15 135 0
15 136 0
15 137 0
15 138 0
15 144 0
15 146 0
15 148 0
15 149 0
15 150 0
15 152 0
15 153 0
15 159 0
15 160 0
15 161 0
15 162 0
15 163 0
15 164 0
15 165 0
15 172 0
15 173 0
15 175 0
15 176 0
15 177 0
15 190 0
15 191 0
15 44 0
15 43 0
15 42 0
15 41 0
15 40 0
15 39 0
15 38 0
16 17 0
16 18 0
16 19 0
16 20 0
16 21 0
16 22 0
16 23 0
16 24 0
16 25 0
16 26 0
16 27 0
16 28 0
16 29 0
16 30 0
16 31 0
16 32 0
16 34 0
16 35 0
16 36 0
16 37 0
16 38 0
16 39 0
16 40 0
16 41 0
16 42 0
16 43 0
16 44 0
16 45 0
16 55 0
16 56 0
16 58 0
16 59 0
16 61 0
16 62 0
16 63 0
16 72 0
16 76 0
16 82 0
16 84 0
16 86 0
16 87 0
16 89 0
16 90 0
16 92 0
16 95 0
16 98 0
16 101 0
16 103 0
16 106 0
16 107 0
16 108 0
16 110 0
16 111 0
16 113 0
16 116 0
16 117 0
16 119 0
16 141 0
16 143 0
16 145 0
16 147 0
16 151 0
16 156 0
16 168 0
16 180 0
16 183 0
16 186 0
16 188 0
16 194 0
16 196 0
16 74 0
16 73 0
16 70 0
16 67 0
16 66 0
16 64 0
16 54 0
16 53 0
16 52 0
16 51 0
16 50 0
16 49 0
16 48 0
16 47 0
16 46 0
16 191 0
16 190 0
16 79 0
16 33 0
16 130 0
16 129 0
16 128 0
16 127 0
16 126 0
16 125 0
16 124 0
16 120 0
16 177 0
16 176 0
16 175 0
16 173 0
16 172 0
16 135 0
16 134 0
16 165 0
16 164 0
16 163 0
16 162 0
16 161 0
16 160 0
16 159 0
16 138 0
16 137 0
16 136 0
16 153 0
16 152 0
16 150 0
16 149 0
16 148 0
16 146 0
16 144 0
17 18 0
17 19 0
17 20 0
17 21 0
17 22 0
17 23 0
17 24 0
17 25 0
17 26 0
17 27 0
17 28 0
17 29 0
17 30 0
17 31 0
17 32 0
17 34 0
17 35 0
17 36 0
17 37 0
17 38 0
17 39 0
17 40 0
17 41 0
17 42 0
17 43 0
17 44 0
17 45 0
17 55 0
17 56 0
17 58 0
17 59 0
17 61 0
17 62 0
17 63 0
17 72 0
17 76 0
17 82 0
17 84 0
17 86 0
17 87 0
17 89 0
17 90 0
17 92 0
17 95 0
17 98 0
17 101 0
17 103 0
17 106 0
17 107 0
17 108 0
17 110 0
17 111 0
17 113 0
17 116 0
17 117 0
17 119 0
17 141 0
17 143 0
17 145 0
17 147 0
17 151 0
17 156 0
17 168 0
17 180 0
17 183 0
17 186 0
17 188 0
17 194 0
17 196 0
18 19 0
18 20 0
18 21 0
18 22 0
18 23 0
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 0
18 30 0
18 31 0
18 32 0
18 34 0
18 35 0
18 36 0
18 37 0
18 38 0
18 39 0
18 40 0
18 41 0
18 42 0
18 43 0
18 44 0
18 45 0
18 55 0
18 56 0
18 58 0
18 59 0
18 61 0
18 62 0
18 63 0
18 72 0
18 76 0
18 82 0
18 84 0
18 86 0
18 87 0
18 89 0
18 90 0
18 92 0
18 95 0
18 98 0
18 101 0
18 103 0
18 106 0
18 107 0
18 108 0
18 110 0
18 111 0
18 113 0
18 116 0
18 117 0
18 119 0
18 141 0
18 143 0
18 145 0
18 147 0
18 151 0
18 156 0
18 168 0
18 180 0
18 183 0
18 186 0
18 188 0
18 194 0
18 196 0
18 46 0
19 20 0
19 21 0
19 22 0
19 23 0
19 24 0
19 25 0
19 26 0
19 27 0
19 28 0
19 29 0
19 30 0
19 31 0
19 32 0
19 34 0
19 35 0
19 36 0
19 37 0
19 38 0
19 39 0
19 40 0
19 41 0
19 42 0
19 43 0
19 44 0
19 45 0
19 55 0
19 56 0
19 58 0
19 59 0
19 61 0
19 62 0
19 63 0
19 72 0
19 76 0
19 82 0
19 84 0
19 86 0
19 87 0
19 89 0
19 90 0
19 92 0
19 95 0
19 98 0
19 101 0
19 103 0
19 106 0
19 107 0
19 108 0
19 110 0
19 111 0
19 113 0
19 116 0
19 117 0
19 119 0
19 141 0
19 143 0
19 145 0
19 147 0
19 151 0
19 156 0
19 168 0
19 180 0
19 183 0
19 186 0
19 188 0
19 194 0
19 196 0
19 47 0
19 46 0
20 21 0
20 22 0
20 23 0
20 24 0
20 25 0
20 26 0
20 27 0
20 28 0
20 29 0
20 30 0
20 31 0
20 32 0
20 34 0
20 35 0
20 36 0
20 37 0
20 38 0
20 39 0
20 40 0
20 41 0
20 42 0
20 43 0
20 44 0
20 45 0
20 55 0
20 56 0
20 58 0
20 59 0
20 61 0
20 62 0
20 63 0
20 72 0
20 76 0
20 82 0
20 84 0
20 86 0
20 87 0
20 89 0
20 90 0
20 92 0
20 95 0
20 98 0
20 101 0
20 103 0
20 106 0
20 107 0
20 108 0
20 110 0
20 111 0
20 113 0
20 116 0
20 117 0
20 119 0
20 141 0
20 143 0
20 145 0
20 147 0
20 151 0
20 156 0
20 168 0
20 180 0
20 183 0
20 186 0
20 188 0
20 194 0
20 196 0
20 48 0
20 47 0
20 46 0
21 22 0
21 23 0
21 24 0
21 25 0
21 26 0
21 27 0
21 28 0
21 29 0
21 30 0
21 31 0
21 32 0
21 34 0
21 35 0
21 36 0
21 37 0
21 38 0
21 39 0
21 40 0
21 41 0
21 42 0
21 43 0
21 44 0
21 45 0
21 55 0
21 56 0
21 58 0
21 59 0
21 61 0
21 62 0
21 63 0
21 72 0
21 76 0
21 82 0
21 84 0
21 86 0
21 87 0
21 89 0
21 90 0
21 92 0
21 95 0
21 98 0
21 101 0
21 103 0
21 106 0
21 107 0
21 108 0
21 110 0
21 111 0
21 113 0
21 116 0
21 117 0
21 119 0
21 141 0
21 143 0
21 145 0
21 147 0
21 151 0
21 156 0
21 168 0
21 180 0
21 183 0
21 186 0
21 188 0
21 194 0
21 196 0
21 49 0
21 48 0
21 47 0
21 46 0
22 23 0
22 24 0
22 25 0
22 26 0
22 27 0
22 28 0
22 29 0
22 30 0
22 31 0
22 32 0
22 34 0
22 35 0
22 36 0
22 37 0
22 38 0
22 39 0
22 40 0
22 41 0
22 42 0
22 43 0
22 44 0
22 45 0
22 55 0
22 56 0
22 58 0
22 59 0
22 61 0
22 62 0
22 63 0
22 72 0
22 76 0
22 82 0
22 84 0
22 86 0
22 87 0
22 89 0
22 90 0
22 92 0
22 95 0
22 98 0
22 101 0
22 103 0
22 106 0
22 107 0
22 108 0
22 110 0
22 111 0
22 113 0
22 116 0
22 117 0
22 119 0
22 141 0
22 143 0
22 145 0
22 147 0
22 151 0
22 156 0
22 168 0
22 180 0
22 183 0
22 186 0
22 188 0
22 194 0
22 196 0
22 50 0
22 49 0
22 48 0
22 47 0
22 46 0
23 24 0
23 25 0
23 26 0
23 27 0
23 28 0
23 29 0
23 30 0
23 31 0
23 32 0
23 34 0
23 35 0
23 36 0
23 37 0
23 38 0
23 39 0
23 40 0
23 41 0
23 42 0
23 43 0
23 44 0
23 45 0
23 55 0
23 56 0
23 58 0
23 59 0
23 61 0
23 62 0
23 63 0
23 72 0
23 76 0
23 82 0
23 84 0
23 86 0
23 87 0
23 89 0
23 90 0
23 92 0
23 95 0
23 98 0
23 101 0
23 103 0
23 106 0
23 107 0
23 108 0
23 110 0
23 111 0
23 113 0
23 116 0
23 117 0
23 119 0
23 141 0
23 143 0
23 145 0
23 147 0
23 151 0
23 156 0
23 168 0
23 180 0
23 183 0
23 186 0
23 188 0
23 194 0
23 196 0
23 51 0
23 50 0
23 49 0
23 48 0
23 47 0
23 46 0
24 25 0
24 26 0
24 27 0
24 28 0
24 29 0
24 30 0
24 31 0
24 32 0
24 34 0
24 35 0
24 36 0
24 37 0
24 38 0
24 39 0
24 40 0
24 41 0
24 42 0
24 43 0
24 44 0
24 45 0
24 55 0
24 56 0
24 58 0
24 59 0
24 61 0
24 62 0
24 63 0
24 72 0
24 76 0
24 82 0
24 84 0
24 86 0
24 87 0
24 89 0
24 90 0
24 92 0
24 95 0
24 98 0
24 101 0
24 103 0
24 106 0
24 107 0
24 108 0
24 110 0
24 111 0
24 113 0
24 116 0
24 117 0
24 119 0
24 141 0
24 143 0
24 145 0
24 147 0
24 151 0
24 156 0
24 168 0
24 180 0
24 183 0
24 186 0
24 188 0
24 194 0
24 196 0
24 52 0
24 51 0
24 50 0
24 49 0
24 48 0
24 47 0
24 46 0
25 26 0
25 27 0
25 28 0
25 29 0
25 30 0
25 31 0
25 32 0
25 34 0
25 35 0
25 36 0
25 37 0
25 38 0
25 39 0
25 40 0
25 41 0
25 42 0
25 43 0
25 44 0
25 45 0
25 55 0
25 56 0
25 58 0
25 59 0
25 61 0
25 62 0
25 63 0
25 72 0
25 76 0
25 82 0
25 84 0
25 86 0
25 87 0
25 89 0
25 90 0
25 92 0
25 95 0
25 98 0
25 101 0
25 103 0
25 106 0
25 107 0
25 108 0
25 110 0
25 111 0
25 113 0
25 116 0
25 117 0
25 119 0
25 141 0
25 143 0
25 145 0
25 147 0
25 151 0
25 156 0
25 168 0
25 180 0
25 183 0
25 186 0
25 188 0
25 194 0
25 196 0
25 53 0
25 52 0
25 51 0
25 50 0
25 49 0
25 48 0
25 47 0
25 46 0
26 27 0
26 28 0
26 29 0
26 30 0
26 31 0
26 32 0
26 34 0
26 35 0
26 36 0
26 37 0
26 38 0
26 39 0
26 40 0
26 41 0
26 42 0
26 43 0
26 44 0
26 45 0
26 55 0
26 56 0
26 58 0
26 59 0
26 61 0
26 62 0
26 63 0
26 72 0
26 76 0
26 82 0
26 84 0
26 86 0
26 87 0
26 89 0
26 90 0
26 92 0
26 95 0
26 98 0
26 101 0
26 103 0
26 106 0
26 107 0
26 108 0
26 110 0
26 111 0
26 113 0
26 116 0
26 117 0
26 119 0
26 141 0
26 143 0
26 145 0
26 147 0
26 151 0
26 156 0
26 168 0
26 180 0
26 183 0
26 186 0
26 188 0
26 194 0
26 196 0
27 28 0
27 29 0
27 30 0
27 31 0
27 32 0
27 34 0
27 35 0
27 36 0
27 37 0
27 38 0
27 39 0
27 40 0
27 41 0
27 42 0
27 43 0
27 44 0
27 45 0
27 55 0
27 56 0
27 58 0
27 59 0
27 61 0
27 62 0
27 63 0
27 72 0
27 76 0
27 82 0
27 84 0
27 86 0
27 87 0
27 89 0
27 90 0
27 92 0
27 95 0
27 98 0
27 101 0
27 103 0
27 106 0
27 107 0
27 108 0
27 110 0
27 111 0
27 113 0
27 116 0
27 117 0
27 119 0
27 141 0
27 143 0
27 145 0
27 147 0
27 151 0
27 156 0
27 168 0
27 180 0
27 183 0
27 186 0
27 188 0
27 194 0
27 196 0
28 29 0
28 30 0
28 31 0
28 32 0
28 34 0
28 35 0
28 36 0
28 37 0
28 38 0
28 39 0
28 40 0
28 41 0
28 42 0
28 43 0
28 44 0
28 45 0
28 55 0
28 56 0
28 58 0
28 59 0
28 61 0
28 62 0
28 63 0
28 72 0
28 76 0
28 82 0
28 84 0
28 86 0
28 87 0
28 89 0
28 90 0
28 92 0
28 95 0
28 98 0
28 101 0
28 103 0
28 106 0
28 107 0
28 108 0
28 110 0
28 111 0
28 113 0
28 116 0
28 117 0
28 119 0
28 141 0
28 143 0
28 145 0
28 147 0
28 151 0
28 156 0
28 168 0
28 180 0
28 183 0
28 186 0
28 188 0
28 194 0
28 196 0
29 30 0
29 31 0
29 32 0
29 34 0
29 35 0
29 36 0
29 37 0
29 38 0
29 39 0
29 40 0
29 41 0
29 42 0
29 43 0
29 44 0
29 45 0
29 55 0
29 56 0
29 58 0
29 59 0
29 61 0
29 62 0
29 63 0
29 72 0
29 76 0
29 82 0
29 84 0
29 86 0
29 87 0
29 89 0
29 90 0
29 92 0
29 95 0
29 98 0
29 101 0
29 103 0
29 106 0
29 107 0
29 108 0
29 110 0
29 111 0
29 113 0
29 116 0
29 117 0
29 119 0
29 141 0
29 143 0
29 145 0
29 147 0
29 151 0
29 156 0
29 168 0
29 180 0
29 183 0
29 186 0
29 188 0
29 194 0
29 196 0
30 31 0
30 32 0
30 34 0
30 35 0
30 36 0
30 37 0
30 38 0
30 39 0
30 40 0
30 41 0
30 42 0
30 43 0
30 44 0
30 45 0
30 55 0
30 56 0
30 58 0
30 59 0
30 61 0
30 62 0
30 63 0
30 72 0
30 76 0
30 82 0
30 84 0
30 86 0
30 87 0
30 89 0
30 90 0
30 92 0
30 95 0
30 98 0
30 101 0
30 103 0
30 106 0
30 107 0
30 108 0
30 110 0
30 111 0
30 113 0
30 116 0
30 117 0
30 119 0
30 141 0
30 143 0
30 145 0
30 147 0
30 151 0
30 156 0
30 168 0
30 180 0
30 183 0
30 186 0
30 188 0
30 194 0
30 196 0
31 32 0
31 34 0
31 35 0
31 36 0
31 37 0
31 38 0
31 39 0
31 40 0
31 41 0
31 42 0
31 43 0
31 44 0
31 45 0
31 55 0
31 56 0
31 58 0
31 59 0
31 61 0
31 62 0
31 63 0
31 72 0
31 76 0
31 82 0
31 84 0
31 86 0
31 87 0
31 89 0
31 90 0
31 92 0
31 95 0
31 98 0
31 101 0
31 103 0
31 106 0
31 107 0
31 108 0
31 110 0
31 111 0
31 113 0
31 116 0
31 117 0
31 119 0
31 141 0
31 143 0
31 145 0
31 147 0
31 151 0
31 156 0
31 168 0
31 180 0
31 183 0
31 186 0
31 188 0
31 194 0
31 196 0
32 110 0
32 106 0
32 103 0
32 98 0
32 90 0
32 87 0
32 62 0
32 116 0
32 117 0
32 119 0
32 113 0
32 82 0
32 86 0
32 61 0
32 84 0
32 63 0
32 58 0
32 55 0
32 111 0
32 59 0
32 56 0
32 45 0
32 44 0
32 43 0
32 42 0
32 41 0
32 40 0
32 39 0
32 38 0
32 35 0
32 180 0
32 36 0
32 168 0
32 34 0
32 156 0
32 151 0
32 147 0
32 145 0
32 143 0
32 141 0
33 79 0
33 73 0
33 66 0
33 130 0
33 74 0
33 70 0
33 64 0
33 54 0
33 53 0
33 52 0
33 51 0
33 50 0
33 49 0
33 48 0
33 47 0
33 46 0
33 134 0
34 106 0
34 103 0
34 98 0
34 90 0
34 87 0
34 62 0
34 116 0
34 117 0
34 119 0
34 113 0
34 82 0
34 110 0
34 86 0
34 61 0
34 84 0
34 111 0
34 58 0
34 55 0
34 59 0
34 56 0
34 45 0
34 44 0
34 43 0
34 42 0
34 41 0
34 40 0
34 39 0
34 38 0
34 156 0
34 63 0
34 151 0
34 147 0
34 145 0
34 143 0
35 110 0
35 106 0
35 103 0
35 98 0
35 90 0
35 87 0
35 62 0
35 116 0
35 117 0
35 119 0
35 113 0
35 82 0
35 86 0
35 61 0
35 84 0
35 111 0
35 58 0
35 55 0
35 59 0
35 56 0
35 45 0
