64 1456
19 43 0
19 51 0
19 59 0
19 18 0
19 17 0
19 16 0
19 12 0
19 11 0
19 10 0
19 5 0
19 3 0
19 1 0
20 29 0
20 38 0
20 47 0
20 27 0
20 34 0
20 41 0
20 48 0
20 21 0
20 22 0
20 23 0
20 28 0
20 36 0
20 44 0
20 52 0
20 60 0
20 19 0
20 18 0
20 17 0
20 16 0
20 13 0
20 12 0
20 11 0
20 6 0
20 4 0
20 2 0
21 30 0
21 39 0
21 28 0
21 35 0
21 42 0
21 49 0
21 56 0
21 22 0
21 23 0
21 29 0
21 37 0
21 45 0
21 53 0
21 61 0
21 20 0
21 19 0
21 18 0
21 17 0
21 16 0
21 14 0
21 13 0
21 12 0
21 7 0
21 5 0
21 3 0
22 31 0
22 29 0
22 36 0
22 43 0
22 50 0
22 57 0
22 23 0
22 30 0
22 38 0
22 46 0
22 54 0
22 62 0
22 21 0
22 20 0
22 19 0
22 18 0
22 17 0
22 16 0
22 15 0
22 14 0
22 13 0
22 6 0
22 4 0
23 30 0
23 37 0
23 44 0
23 51 0
23 58 0
23 31 0
23 39 0
23 47 0
23 55 0
23 63 0
23 22 0
23 21 0
23 20 0
23 19 0
23 18 0
23 17 0
23 16 0
23 15 0
23 14 0
23 7 0
23 5 0
24 33 0
24 42 0
24 51 0
24 60 0
24 25 0
24 26 0
24 27 0
24 28 0
24 29 0
24 30 0
24 31 0
24 32 0
24 40 0
24 48 0
24 56 0
24 17 0
24 16 0
24 10 0
24 8 0
24 3 0
24 0 0
25 34 0
25 43 0
25 52 0
25 61 0
25 32 0
25 26 0
25 27 0
25 28 0
25 29 0
25 30 0
25 31 0
25 33 0
25 41 0
25 49 0
25 57 0
25 24 0
25 18 0
25 17 0
25 16 0
25 11 0
25 9 0
25 4 0
25 1 0
26 35 0
26 44 0
26 53 0
26 62 0
26 33 0
26 40 0
26 27 0
26 28 0
26 29 0
26 30 0
26 31 0
26 34 0
26 42 0
26 50 0
26 58 0
26 25 0
26 24 0
26 19 0
26 18 0
26 17 0
26 12 0
26 10 0
26 8 0
26 5 0
26 2 0
27 36 0
27 45 0
27 54 0
27 63 0
27 34 0
27 41 0
27 48 0
27 28 0
27 29 0
27 30 0
27 31 0
27 35 0
27 43 0
27 51 0
27 59 0
27 26 0
27 25 0
27 24 0
27 20 0
27 19 0
27 18 0
27 13 0
27 11 0
27 9 0
27 6 0
27 3 0
27 0 0
28 37 0
28 46 0
28 55 0
28 35 0
28 42 0
28 49 0
28 56 0
28 29 0
28 30 0
28 31 0
28 36 0
28 44 0
28 52 0
28 60 0
28 27 0
28 26 0
28 25 0
28 24 0
28 21 0
28 20 0
28 19 0
28 14 0
28 12 0
28 10 0
28 7 0
28 4 0
28 1 0
29 38 0
29 47 0
29 36 0
29 43 0
29 50 0
29 57 0
29 30 0
29 31 0
29 37 0
29 45 0
29 53 0
29 61 0
29 28 0
29 27 0
29 26 0
29 25 0
29 24 0
29 22 0
29 21 0
29 20 0
29 15 0
29 13 0
29 11 0
29 5 0
29 2 0
30 39 0
30 37 0
30 44 0
30 51 0
30 58 0
30 31 0
30 38 0
30 46 0
30 54 0
30 62 0
30 29 0
30 28 0
30 27 0
30 26 0
30 25 0
30 24 0
30 23 0
30 22 0
30 21 0
30 14 0
30 12 0
30 6 0
30 3 0
31 38 0
31 45 0
31 52 0
31 59 0
31 39 0
31 47 0
31 55 0
31 63 0
31 30 0
31 29 0
31 28 0
31 27 0
31 26 0
31 25 0
31 24 0
31 23 0
31 22 0
31 15 0
31 13 0
31 7 0
31 4 0
32 41 0
32 50 0
32 59 0
32 33 0
32 34 0
32 35 0
32 36 0
32 37 0
32 38 0
32 39 0
32 40 0
32 48 0
32 56 0
32 25 0
32 24 0
32 18 0
32 16 0
32 11 0
32 8 0
32 4 0
32 0 0
33 42 0
33 51 0
33 60 0
33 40 0
33 34 0
33 35 0
33 36 0
33 37 0
33 38 0
33 39 0
33 41 0
33 49 0
33 57 0
33 32 0
33 26 0
33 25 0
33 24 0
33 19 0
33 17 0
33 12 0
33 9 0
33 5 0
33 1 0
34 43 0
34 52 0
34 61 0
34 41 0
34 48 0
34 35 0
34 36 0
34 37 0
34 38 0
34 39 0
34 42 0
34 50 0
34 58 0
34 33 0
34 32 0
34 27 0
34 26 0
34 25 0
34 20 0
34 18 0
34 16 0
34 13 0
34 10 0
34 6 0
34 2 0
35 44 0
35 53 0
35 62 0
35 42 0
35 49 0
35 56 0
35 36 0
35 37 0
35 38 0
35 39 0
35 43 0
35 51 0
35 59 0
35 34 0
35 33 0
35 32 0
35 28 0
35 27 0
35 26 0
35 21 0
35 19 0
35 17 0
35 14 0
35 11 0
35 8 0
35 7 0
35 3 0
36 45 0
36 54 0
36 63 0
36 43 0
36 50 0
36 57 0
36 37 0
36 38 0
36 39 0
36 44 0
36 52 0
36 60 0
36 35 0
36 34 0
36 33 0
36 32 0
36 29 0
36 28 0
36 27 0
36 22 0
36 20 0
36 18 0
36 15 0
36 12 0
36 9 0
36 4 0
36 0 0
37 46 0
37 55 0
37 44 0
37 51 0
37 58 0
37 38 0
37 39 0
37 45 0
37 53 0
37 61 0
37 36 0
37 35 0
37 34 0
37 33 0
37 32 0
37 30 0
37 29 0
37 28 0
37 23 0
37 21 0
37 19 0
37 13 0
37 10 0
37 5 0
37 1 0
38 47 0
38 45 0
38 52 0
38 59 0
38 39 0
38 46 0
38 54 0
38 62 0
38 37 0
38 36 0
38 35 0
38 34 0
38 33 0
38 32 0
38 31 0
38 30 0
38 29 0
38 22 0
38 20 0
38 14 0
38 11 0
38 6 0
38 2 0
39 46 0
39 53 0
39 60 0
39 47 0
39 55 0
39 63 0
39 38 0
39 37 0
39 36 0
39 35 0
39 34 0
39 33 0
39 32 0
39 31 0
39 30 0
39 23 0
39 21 0
39 15 0
39 12 0
39 7 0
39 3 0
40 49 0
40 58 0
40 41 0
40 42 0
40 43 0
40 44 0
40 45 0
40 46 0
40 47 0
40 48 0
40 56 0
40 33 0
40 32 0
40 26 0
40 24 0
40 19 0
40 16 0
40 12 0
40 8 0
40 5 0
40 0 0
41 50 0
41 59 0
41 48 0
41 42 0
41 43 0
41 44 0
41 45 0
41 46 0
41 47 0
41 49 0
41 57 0
41 40 0
41 34 0
41 33 0
41 32 0
41 27 0
41 25 0
41 20 0
41 17 0
41 13 0
41 9 0
41 6 0
41 1 0
42 51 0
42 60 0
42 49 0
42 56 0
42 43 0
42 44 0
42 45 0
42 46 0
42 47 0
42 50 0
42 58 0
42 41 0
42 40 0
42 35 0
42 34 0
42 33 0
42 28 0
42 26 0
42 24 0
42 21 0
42 18 0
42 14 0
42 10 0
42 7 0
42 2 0
43 52 0
43 61 0
43 50 0
43 57 0
43 44 0
43 45 0
43 46 0
43 47 0
43 51 0
43 59 0
43 42 0
43 41 0
43 40 0
43 36 0
43 35 0
43 34 0
43 29 0
43 27 0
43 25 0
43 22 0
43 19 0
43 16 0
43 15 0
43 11 0
43 3 0
44 53 0
44 62 0
44 51 0
44 58 0
44 45 0
44 46 0
44 47 0
44 52 0
44 60 0
44 43 0
44 42 0
44 41 0
44 40 0
44 37 0
44 36 0
44 35 0
44 30 0
44 28 0
44 26 0
44 23 0
44 20 0
44 17 0
44 12 0
44 8 0
44 4 0
45 54 0
45 63 0
45 52 0
45 59 0
45 46 0
45 47 0
45 53 0
45 61 0
45 44 0
45 43 0
45 42 0
45 41 0
45 40 0
45 38 0
45 37 0
45 36 0
45 31 0
45 29 0
45 27 0
45 21 0
45 18 0
45 13 0
45 9 0
45 5 0
45 0 0
46 55 0
46 53 0
46 60 0
46 47 0
46 54 0
46 62 0
46 45 0
46 44 0
46 43 0
46 42 0
46 41 0
46 40 0
46 39 0
46 38 0
46 37 0
46 30 0
46 28 0
46 22 0
46 19 0
46 14 0
46 10 0
46 6 0
46 1 0
47 54 0
47 61 0
47 55 0
47 63 0
47 46 0
47 45 0
47 44 0
47 43 0
47 42 0
47 41 0
47 40 0
47 39 0
47 38 0
47 31 0
47 29 0
47 23 0
47 20 0
47 15 0
47 11 0
47 7 0
47 2 0
48 57 0
48 49 0
48 50 0
48 51 0
48 52 0
48 53 0
48 54 0
48 55 0
48 56 0
48 41 0
48 40 0
48 34 0
48 32 0
48 27 0
48 24 0
48 20 0
48 16 0
48 13 0
48 8 0
48 6 0
48 0 0
49 58 0
49 56 0
49 50 0
49 51 0
49 52 0
49 53 0
49 54 0
49 55 0
49 57 0
49 48 0
49 42 0
49 41 0
49 40 0
49 35 0
49 33 0
49 28 0
49 25 0
49 21 0
49 17 0
49 14 0
49 9 0
49 7 0
49 1 0
50 59 0
50 57 0
50 51 0
50 52 0
50 53 0
50 54 0
50 55 0
50 58 0
50 49 0
50 48 0
50 43 0
50 42 0
50 41 0
50 36 0
50 34 0
50 32 0
50 29 0
50 26 0
50 22 0
50 18 0
50 15 0
50 10 0
50 2 0
51 60 0
51 58 0
51 52 0
51 53 0
51 54 0
51 55 0
51 59 0
51 50 0
51 49 0
51 48 0
51 44 0
51 43 0
51 42 0
51 37 0
51 35 0
51 33 0
51 30 0
51 27 0
51 24 0
51 23 0
51 19 0
51 11 0
51 3 0
52 61 0
52 59 0
52 53 0
52 54 0
52 55 0
52 60 0
52 51 0
52 50 0
52 49 0
52 48 0
52 45 0
52 44 0
52 43 0
52 38 0
52 36 0
52 34 0
52 31 0
52 28 0
52 25 0
52 20 0
52 16 0
52 12 0
52 4 0
53 62 0
53 60 0
53 54 0
53 55 0
53 61 0
53 52 0
53 51 0
53 50 0
53 49 0
53 48 0
53 46 0
53 45 0
53 44 0
53 39 0
53 37 0
53 35 0
53 29 0
53 26 0
53 21 0
53 17 0
53 13 0
53 8 0
53 5 0
54 63 0
54 61 0
54 55 0
54 62 0
54 53 0
54 52 0
54 51 0
54 50 0
54 49 0
54 48 0
54 47 0
54 46 0
54 45 0
54 38 0
54 36 0
54 30 0
54 27 0
54 22 0
54 18 0
54 14 0
54 9 0
54 6 0
54 0 0
55 62 0
55 63 0
55 54 0
55 53 0
55 52 0
55 51 0
55 50 0
55 49 0
55 48 0
55 47 0
55 46 0
55 39 0
55 37 0
55 31 0
55 28 0
55 23 0
55 19 0
55 15 0
55 10 0
55 7 0
55 1 0
56 57 0
56 58 0
56 59 0
56 60 0
56 61 0
56 62 0
56 63 0
56 49 0
56 48 0
56 42 0
56 40 0
56 35 0
56 32 0
56 28 0
56 24 0
56 21 0
56 16 0
56 14 0
56 8 0
56 7 0
56 0 0
57 58 0
57 59 0
57 60 0
57 61 0
57 62 0
57 63 0
57 56 0
57 50 0
57 49 0
57 48 0
57 43 0
57 41 0
57 36 0
57 33 0
57 29 0
57 25 0
57 22 0
57 17 0
57 15 0
57 9 0
57 1 0
58 59 0
58 60 0
58 61 0
58 62 0
58 63 0
58 57 0
58 56 0
58 51 0
58 50 0
58 49 0
58 44 0
58 42 0
58 40 0
58 37 0
58 34 0
58 30 0
58 26 0
58 23 0
58 18 0
58 10 0
58 2 0
59 60 0
59 61 0
59 62 0
59 63 0
59 58 0
59 57 0
59 56 0
59 52 0
59 51 0
59 50 0
59 45 0
59 43 0
59 41 0
59 38 0
59 35 0
59 32 0
59 31 0
59 27 0
59 19 0
59 11 0
59 3 0
60 61 0
60 62 0
60 63 0
60 59 0
60 58 0
60 57 0
60 56 0
60 53 0
60 52 0
60 51 0
60 46 0
60 44 0
60 42 0
60 39 0
60 36 0
60 33 0
60 28 0
60 24 0
60 20 0
60 12 0
60 4 0
61 62 0
61 63 0
61 60 0
61 59 0
61 58 0
61 57 0
61 56 0
61 54 0
61 53 0
61 52 0
61 47 0
61 45 0
61 43 0
61 37 0
61 34 0
61 29 0
61 25 0
61 21 0
61 16 0
61 13 0
61 5 0
62 63 0
62 61 0
62 60 0
62 59 0
62 58 0
62 57 0
62 56 0
62 55 0
62 54 0
62 53 0
62 46 0
62 44 0
62 38 0
62 35 0
62 30 0
62 26 0
62 22 0
62 17 0
62 14 0
62 8 0
62 6 0
63 62 0
63 61 0
63 60 0
63 59 0
63 58 0
63 57 0
63 56 0
63 55 0
63 54 0
63 47 0
63 45 0
63 39 0
63 36 0
63 31 0
63 27 0
63 23 0
63 18 0
63 15 0
63 9 0
63 7 0
63 0 0
